id,pop,lat,lon,year,sex,age,svl,weight,species
AA24187,Gundaroo,-35.3504336,149.3362601,2009,F,,NA,NA,Tympanocryptis lineata
AA24261,Royalla,-35.50498713,149.1887013,2010,M,SA,41,3.41,Tympanocryptis lineata
AA24349,Gundaroo,-35.32740232,149.3313844,2014,M,A,80.3,5.82,Tympanocryptis lineata
AA24350,Tuggeranong,-35.45459777,149.0688446,2014,M,A,61.8,4.56,Tympanocryptis lineata
AA24001,Gundaroo,-35.33321994,149.3330153,2006,NA,J,31,2.83,Tympanocryptis lineata
AA24298,Googong,-35.44220324,149.2297901,2013,UK,J,25.8,3.38,Tympanocryptis lineata
AA24299,Googong,-35.4421175,149.2411223,2013,M,A,72.9,6.49,Tympanocryptis lineata
AA24361,Googong,-35.42429564,149.2240728,2015,U,J,26,3.01,Tympanocryptis lineata
AA24151,Royalla,-35.48432216,149.1800843,2008,J,NA,NA,NA,Tympanocryptis lineata
AA24108,Royalla,-35.5007833,149.1804754,2007,U,NA,NA,NA,Tympanocryptis lineata
AA24109,Royalla,-35.48027813,149.1640179,2007,U,NA,NA,NA,Tympanocryptis lineata
AA24262,Gundaroo,-35.34270303,149.3239127,2010,F,A,53.2,6.25,Tympanocryptis lineata
AA24188,Royalla,-35.49201257,149.1694113,2009,F,,NA,NA,Tympanocryptis lineata
AA24300,Googong,-35.45764368,149.2237149,2013,M,SA,44.1,4.28,Tympanocryptis lineata
AA24002,Gundaroo,-35.34736548,149.3592111,2006,NA,J,37.5,2.67,Tympanocryptis lineata
AA24301,Googong,-35.43211178,149.2270694,2013,UK,SA,46.8,4.35,Tympanocryptis lineata
AA24302,Googong,-35.42367645,149.2473378,2013,UK,SA,41.6,4.15,Tympanocryptis lineata
AA24362,Googong,-35.45303097,149.2302346,2015,U,J,26.4,2.52,Tympanocryptis lineata
AA24152,Royalla,-35.49046135,149.1810469,2008,J,NA,NA,NA,Tympanocryptis lineata
AA24110,Royalla,-35.50084449,149.1735478,2007,U,NA,NA,NA,Tympanocryptis lineata
AA24111,Gundaroo,-35.3190413,149.3376661,2007,U,NA,NA,NA,Tympanocryptis lineata
AA24263,Gundaroo,-35.32103064,149.3280519,2010,M,SA,40.3,3.02,Tympanocryptis lineata
AA24189,Royalla,-35.51019975,149.1608382,2009,J,,NA,NA,Tympanocryptis lineata
AA24003,Gundaroo,-35.32194288,149.3395553,2006,M,SA,44.2,3.93,Tympanocryptis lineata
AA24303,Googong,-35.44187703,149.2296431,2013,UK,J,30.7,3.61,Tympanocryptis lineata
AA24304,Googong,-35.4319398,149.2297639,2013,UK,J,34.5,1.99,Tympanocryptis lineata
AA24363,Googong,-35.44217568,149.2183728,2015,F,A,49.6,5.74,Tympanocryptis lineata
AA24112,Royalla,-35.49707944,149.1544009,2007,U,NA,NA,NA,Tympanocryptis lineata
AA24113,Gundaroo,-35.31562558,149.3369198,2007,F?,NA,NA,NA,Tympanocryptis lineata
AA24264,Gundaroo,-35.32416282,149.3185675,2010,F,SA,46.7,4.01,Tympanocryptis lineata
AA24190,Royalla,-35.49670049,149.1690758,2009,J,,NA,NA,Tympanocryptis lineata
AA24004,Gundaroo,-35.32996864,149.3597086,2006,M,A,51,5.22,Tympanocryptis lineata
AA24305,Googong,-35.44480892,149.2570238,2013,M,J,27,3.85,Tympanocryptis lineata
AA24306,Googong,-35.42889361,149.2385923,2013,M?,SA,43.1,4.49,Tympanocryptis lineata
AA24364,Googong,-35.44548627,149.2368959,2015,U,J,21.2,2.89,Tympanocryptis lineata
AA24153,Royalla,-35.49913597,149.1740268,2008,J,NA,NA,NA,Tympanocryptis lineata
AA24114,Royalla,-35.47144525,149.1829955,2007,U,NA,NA,NA,Tympanocryptis lineata
AA24191,Royalla,-35.50145667,149.1728916,2009,J,,NA,NA,Tympanocryptis lineata
AA24265,Gundaroo,-35.34094766,149.3399914,2010,M,SA,39.6,3.84,Tympanocryptis lineata
AA24192,Royalla,-35.49514355,149.1948573,2009,F,,NA,NA,Tympanocryptis lineata
AA24005,Gundaroo,-35.3359656,149.3441954,2006,F,SA,44.9,3.86,Tympanocryptis lineata
AA24307,Googong,-35.42907574,149.2177344,2013,UK,SA,38.6,3.88,Tympanocryptis lineata
AA24308,Googong,-35.44013971,149.2396099,2013,F?,SA,42.6,4.16,Tympanocryptis lineata
AA24365,Googong,-35.44939761,149.2369416,2015,U,J,35.1,2.75,Tympanocryptis lineata
AA24154,Royalla,-35.51530087,149.1662046,2008,J,NA,NA,NA,Tympanocryptis lineata
AA24115,Royalla,-35.48985856,149.1663826,2007,U,NA,NA,NA,Tympanocryptis lineata
AA24193,Royalla,-35.47543068,149.1867623,2009,M,,NA,NA,Tympanocryptis lineata
AA24266,Gundaroo,-35.29651362,149.3283378,2010,M,A,58.5,6.39,Tympanocryptis lineata
AA24194,Royalla,-35.51162563,149.1971924,2009,J,,NA,NA,Tympanocryptis lineata
AA24351,Googong,-35.44262887,149.2285604,2014,M,A,82.2,5.55,Tympanocryptis lineata
AA24006,Gundaroo,-35.32176554,149.3422616,2006,F,A,49.4,4.51,Tympanocryptis lineata
AA24309,Googong,-35.43152555,149.2228237,2013,UK,J,36.4,2.61,Tympanocryptis lineata
AA24310,Googong,-35.44140762,149.225669,2013,UK,J,25.2,2.58,Tympanocryptis lineata
AA24366,Googong,-35.4489172,149.219434,2015,M,A,67.9,6.45,Tympanocryptis lineata
AA24195,Royalla,-35.49534704,149.1797818,2009,J,,NA,NA,Tympanocryptis lineata
AA24116,Royalla,-35.50955515,149.1808807,2007,U,NA,NA,NA,Tympanocryptis lineata
AA24196,Royalla,-35.49808352,149.1762605,2009,F,,NA,NA,Tympanocryptis lineata
AA24284,Gundaroo,-35.31712152,149.3462634,2011,F,,NA,NA,Tympanocryptis lineata
AA24267,Gundaroo,-35.3251411,149.3539146,2010,F,A,77.2,5.76,Tympanocryptis lineata
AA24311,Royalla,-35.49906008,149.1811448,2013,M,,NA,NA,Tympanocryptis lineata
AA24292,Royalla,-35.51184263,149.1863951,2012,M?,,NA,NA,Tympanocryptis lineata
AA24117,Royalla,-35.50458505,149.163616,2007,M,NA,NA,NA,Tympanocryptis lineata
AA24312,Googong,-35.43019795,149.2285089,2013,UK,J,34.3,3.37,Tympanocryptis lineata
AA24367,Googong,-35.44988402,149.2361689,2015,F,A,68.3,6.03,Tympanocryptis lineata
AA24118,Royalla,-35.50792295,149.187721,2007,U,NA,NA,NA,Tympanocryptis lineata
AA24119,Royalla,-35.48954749,149.1819836,2007,U,NA,NA,NA,Tympanocryptis lineata
AA24197,Royalla,-35.49054483,149.1977175,2009,F,,NA,NA,Tympanocryptis lineata
AA24293,Royalla,-35.49538099,149.1837061,2012,F,A,64.2,5.63,Tympanocryptis lineata
AA24285,Royalla,-35.5089198,149.191652,2011,J,,NA,NA,Tympanocryptis lineata
AA24313,Googong,-35.46265112,149.2402515,2013,M,A,65.4,5.78,Tympanocryptis lineata
AA24294,Royalla,-35.49577915,149.1848414,2012,M?,,NA,NA,Tympanocryptis lineata
AA24387,Googong,-35.43516659,149.2190532,2016,M,A,84.3,4.68,Tympanocryptis lineata
AA24155,Royalla,-35.50623104,149.1804166,2008,J,NA,NA,NA,Tympanocryptis lineata
AA24314,Googong,-35.44384063,149.2252458,2013,UK,SA,41.7,3.81,Tympanocryptis lineata
AA24368,Googong,-35.43615372,149.2188555,2015,U,J,37,2.84,Tympanocryptis lineata
AA24120,Royalla,-35.49962705,149.1773967,2007,U,NA,NA,NA,Tympanocryptis lineata
AA24121,Royalla,-35.54073637,149.173944,2007,U,NA,NA,NA,Tympanocryptis lineata
AA24198,Royalla,-35.49656696,149.1756608,2009,M,,NA,NA,Tympanocryptis lineata
AA24199,Royalla,-35.51343735,149.193949,2009,F,,NA,NA,Tympanocryptis lineata
AA24315,Googong,-35.42653699,149.2203484,2013,UK,J,27.8,2.76,Tympanocryptis lineata
AA24295,Royalla,-35.49406269,149.1864837,2012,M?,,NA,NA,Tympanocryptis lineata
AA24316,Googong,-35.42854666,149.2223337,2013,M,SA,47,4.46,Tympanocryptis lineata
AA24317,Googong,-35.4382324,149.2311727,2013,F,A,57.4,5.02,Tympanocryptis lineata
AA24369,Googong,-35.44805196,149.2418094,2015,U,SA,43.2,3.74,Tympanocryptis lineata
AA24370,Googong,-35.44376671,149.2207469,2015,U,J,25.2,2.8,Tympanocryptis lineata
AA24318,Googong,-35.44360122,149.2307408,2013,M,A,60.1,5.33,Tympanocryptis lineata
AA24388,Googong,-35.42202096,149.2099796,2016,u,SA,38.6,3.49,Tympanocryptis lineata
AA24319,Googong,-35.43591544,149.2073194,2013,M,SA,44.9,3.24,Tympanocryptis lineata
AA24371,Googong,-35.42901222,149.219774,2015,M,SA,40,3.91,Tympanocryptis lineata
AA24320,Googong,-35.42083244,149.2250931,2013,F,A,56.7,5.61,Tympanocryptis lineata
AA24321,Royalla,-35.49331811,149.2024752,2013,F,A,64.5,6.08,Tympanocryptis lineata
AA24372,Googong,-35.42339502,149.2339421,2015,F,SA,39.4,3.52,Tympanocryptis lineata
AA24373,Googong,-35.44219623,149.2468027,2015,U,J,27.2,2.21,Tympanocryptis lineata
AA24322,Googong,-35.43677936,149.2343287,2013,F,A,63.1,5.37,Tympanocryptis lineata
AA24374,Googong,-35.43999361,149.2319852,2015,U,J,33.1,3.82,Tympanocryptis lineata
AA24375,Googong,-35.43957552,149.2320159,2015,F,SA,46.7,4.34,Tympanocryptis lineata
AA24323,Googong,-35.42495365,149.2346289,2013,F,A,75.8,5.23,Tympanocryptis lineata
AA24324,Googong,-35.44559842,149.2318545,2013,F,A,73.6,5.36,Tympanocryptis lineata
AA24376,Googong,-35.44907561,149.2187772,2015,F,A,73.5,5.42,Tympanocryptis lineata
AA24377,Googong,-35.43222474,149.2335061,2015,M,A,83,5.47,Tympanocryptis lineata
AA24325,Googong,-35.43699352,149.2336093,2013,M,A,58.7,5.57,Tympanocryptis lineata
AA24326,Googong,-35.44404757,149.2278925,2013,M,SA,39.7,2.8,Tympanocryptis lineata
AA24327,Googong,-35.45437114,149.2390017,2013,M,A,65,5.57,Tympanocryptis lineata
AA24378,Googong,-35.44411596,149.2418658,2015,M,SA,38.7,3.27,Tympanocryptis lineata
AA24328,Googong,-35.46113443,149.2330883,2013,F,A,49.8,4.63,Tympanocryptis lineata
AA24352,Royalla,-35.52187313,149.198393,2014,F,A,50.1,4.8,Tympanocryptis lineata
AA24379,Googong,-35.44816824,149.2263638,2015,U,J,23.1,2.89,Tympanocryptis lineata
AA24353,Googong,-35.4371851,149.2237949,2014,u,J,29.6,1.87,Tympanocryptis lineata
AA24380,Googong,-35.44046343,149.2391598,2015,F,J,37.3,2.4,Tympanocryptis lineata
AA24617,Unknown,NA,NA,unknown,NA,NA,NA,NA,Tympanocryptis lineata
AA24381,Googong,-35.44793722,149.2399967,2015,U,J,37.5,2.84,Tympanocryptis lineata
AA24389,Gundaroo,-35.3233474,149.3395595,2016,M,A,70.7,6.29,Tympanocryptis lineata
AA24390,Googong,-35.44475515,149.2267673,2016,M,A,60.5,5.54,Tympanocryptis lineata
AA24391,Googong,-35.43887036,149.2336765,2016,u,J,26.2,3.81,Tympanocryptis lineata
